id,categoryname,title,partno,size,price,code,weight
3704,Double Containment, DOUBLE CONTAINMENT FITTINGS  DC Tee UPVC Grey Sch 80 x UPVC Sch 40 Clear,DC01-B007-G030,3/4X3,0,POA,0.95
3705,Double Containment, DOUBLE CONTAINMENT FITTINGS  DC Tee UPVC Grey Sch 80 x UPVC Sch 40 Clear,DC01-B010-G030,1X3,0,POA,1.17
3706,Double Containment, DOUBLE CONTAINMENT FITTINGS  DC Tee UPVC Grey Sch 80 x UPVC Sch 40 Clear,DC01-B015-G040,1-1/2X4,0,POA,1.79
3707,Double Containment, DOUBLE CONTAINMENT FITTINGS  DC Tee UPVC Grey Sch 80 x UPVC Sch 40 Clear,DC01-B020-G040,2X4,0,POA,7.1
3708,Double Containment, DOUBLE CONTAINMENT FITTINGS  DC Tee UPVC Grey Sch 80 x UPVC Sch 40 Clear,DC01-B030-G060,3X6,0,POA,5.97
3709,Double Containment, DOUBLE CONTAINMENT FITTINGS  DC Tee UPVC Grey Sch 80 x UPVC Sch 40 Clear,DC01-B040-G080,4X8,0,POA,10.32
3710,Double Containment, DOUBLE CONTAINMENT FITTINGS   DC 90D Elbow UPVC Grey Sch 80 x UPVC Sch 40 Clear,DC06-B005-G020,1/2X2,0,POA,0.26
3711,Double Containment, DOUBLE CONTAINMENT FITTINGS   DC 90D Elbow UPVC Grey Sch 80 x UPVC Sch 40 Clear,DC06-B007-G030,3/4X3,0,POA,0.65
3712,Double Containment, DOUBLE CONTAINMENT FITTINGS   DC 90D Elbow UPVC Grey Sch 80 x UPVC Sch 40 Clear,DC06-B010-G030,1X3,0,POA,0.76
3713,Double Containment, DOUBLE CONTAINMENT FITTINGS   DC 90D Elbow UPVC Grey Sch 80 x UPVC Sch 40 Clear,DC06-B015-G040,1-1/2X4,0,POA,1.29
3714,Double Containment, DOUBLE CONTAINMENT FITTINGS   DC 90D Elbow UPVC Grey Sch 80 x UPVC Sch 40 Clear,DC06-B020-G040,2X4,0,POA,1.57
3715,Double Containment, DOUBLE CONTAINMENT FITTINGS   DC 90D Elbow UPVC Grey Sch 80 x UPVC Sch 40 Clear,DC06-B030-G060,3X6,0,POA,4.18
3716,Double Containment, DOUBLE CONTAINMENT FITTINGS   DC 90D Elbow UPVC Grey Sch 80 x UPVC Sch 40 Clear,DC06-B040-G080,"	 4X8",0,POA,6.27
3717,Double Containment, DOUBLE CONTAINMENT FITTINGS   DC 45D Elbow UPVC Grey Sch 80 x UPVC Sch 40 Clear,DC17-B005-G020,1/2X2,0,POA,0.25
3718,Double Containment, DOUBLE CONTAINMENT FITTINGS   DC 45D Elbow UPVC Grey Sch 80 x UPVC Sch 40 Clear,DC17-B007-G030,3/4X3,0,POA,0.53
3719,Double Containment, DOUBLE CONTAINMENT FITTINGS   DC 45D Elbow UPVC Grey Sch 80 x UPVC Sch 40 Clear,DC17-B010-G030,1X3,0,POA,0.61
3720,Double Containment, DOUBLE CONTAINMENT FITTINGS   DC 45D Elbow UPVC Grey Sch 80 x UPVC Sch 40 Clear,DC17-B015-G040,1-1/2X4,0,POA,1.05
3721,Double Containment, DOUBLE CONTAINMENT FITTINGS   DC 45D Elbow UPVC Grey Sch 80 x UPVC Sch 40 Clear,DC17-B020-G040,2X4,0,POA,1.24
3722,Double Containment, DOUBLE CONTAINMENT FITTINGS   DC 45D Elbow UPVC Grey Sch 80 x UPVC Sch 40 Clear,DC17-B030-G060,3X6,0,POA,3.44
3723,Double Containment, DOUBLE CONTAINMENT FITTINGS   DC 45D Elbow UPVC Grey Sch 80 x UPVC Sch 40 Clear,DC17-B040-G080,4X8,0,POA,6.49
3724,Double Containment, DOUBLE CONTAINMENT FITTINGS  DC Coupling UPVC Grey Sch 80 x UPVC Sch 40 Clear,DC29-B005-G020,1/2X2,0,POA,0.11
3725,Double Containment, DOUBLE CONTAINMENT FITTINGS  DC Coupling UPVC Grey Sch 80 x UPVC Sch 40 Clear,DC29-B007-G030,3/4X3,0,POA,0.27
3726,Double Containment, DOUBLE CONTAINMENT FITTINGS  DC Coupling UPVC Grey Sch 80 x UPVC Sch 40 Clear,DC29-B010-G030,1X3,0,POA,0.29
3727,Double Containment, DOUBLE CONTAINMENT FITTINGS  DC Coupling UPVC Grey Sch 80 x UPVC Sch 40 Clear,DC29-B015-G040,1-1/2X4,0,POA,0.46
3728,Double Containment, DOUBLE CONTAINMENT FITTINGS  DC Coupling UPVC Grey Sch 80 x UPVC Sch 40 Clear,DC29-B020-G040,2X4,0,POA,0.51
3729,Double Containment, DOUBLE CONTAINMENT FITTINGS  DC Coupling UPVC Grey Sch 80 x UPVC Sch 40 Clear,DC29-B030-G060,3X6,0,POA,1.45
3730,Double Containment, DOUBLE CONTAINMENT FITTINGS  DC Coupling UPVC Grey Sch 80 x UPVC Sch 40 Clear,DC29-B040-G080,4X8,0,POA,2.7
3731,Double Containment, DOUBLE CONTAINENT FITTINGS  DC Access Tee UPVC Grey Sch 80 x UPVC Sch 40 Clear,DCAT-B005-G020,1/2X2,0,POA,0.43
3732,Double Containment, DOUBLE CONTAINENT FITTINGS  DC Access Tee UPVC Grey Sch 80 x UPVC Sch 40 Clear,DCAT-B007-G030,3/4X3,0,POA,1.36
3733,Double Containment, DOUBLE CONTAINENT FITTINGS  DC Access Tee UPVC Grey Sch 80 x UPVC Sch 40 Clear,DCAT-B010-G030,1X3,0,POA,1.42
3734,Double Containment, DOUBLE CONTAINENT FITTINGS  DC Access Tee UPVC Grey Sch 80 x UPVC Sch 40 Clear,DCAT-B015-G040,1-1/2X4,0,POA,1.73
3735,Double Containment, DOUBLE CONTAINENT FITTINGS  DC Access Tee UPVC Grey Sch 80 x UPVC Sch 40 Clear,DCAT-B020-G040,2X4,0,POA,2.39
3736,Double Containment, DOUBLE CONTAINENT FITTINGS  DC Access Tee UPVC Grey Sch 80 x UPVC Sch 40 Clear,DCAT-B030-G060,3X6,0,POA,6.15
3737,Double Containment, DOUBLE CONTAINENT FITTINGS  DC Access Tee UPVC Grey Sch 80 x UPVC Sch 40 Clear,DCAT-B040-G080,4X8,0,POA,8.21
3738,Double Containment, DOUBLE CONTAINMENT FITTINGS  DC Closure Fittings UPVC Grey Sch 80 x UPVC Sch 40 Clear,DCCF-A030,3,0,POA,0.39
3739,Double Containment, DOUBLE CONTAINMENT FITTINGS  DC Closure Fittings UPVC Grey Sch 80 x UPVC Sch 40 Clear,DCCF-A040,4,0,POA,0.59
3740,Double Containment, DOUBLE CONTAINMENT FITTINGS  DC Closure Fittings UPVC Grey Sch 80 x UPVC Sch 40 Clear,DCCF-A060,6,0,POA,1.63
3741,Double Containment, DOUBLE CONTAINMENT FITTINGS  DC Closure Fittings UPVC Grey Sch 80 x UPVC Sch 40 Clear,DCCF-A080,8,0,POA,3.12
3742,Double Containment, DOUBLE CONTAINMENT FITTINGS  DC Closure Fittings UPVC Grey Sch 80 x UPVC Sch 40 Clear,DCCF-A100,10,0,POA,10.07
3743,Double Containment, DOUBLE CONTAINMENT FITTINGS  DC Closure Fittings UPVC Grey Sch 80 x UPVC Sch 40 Clear,DCCF-A120,12,0,POA,9.79
3744,Double Containment, DOUBLE CONTAINMENT FITTINGS  DC Isolation Coupler UPVC Grey Sch 80 x UPVC Sch 40 Clear,DCDB-B005-G020,1/2X2,0,POA,0.22
3745,Double Containment, DOUBLE CONTAINMENT FITTINGS  DC Isolation Coupler UPVC Grey Sch 80 x UPVC Sch 40 Clear,DCDB-B010-G030,1X3,0,POA,0.49
3746,Double Containment, DOUBLE CONTAINMENT FITTINGS  DC Isolation Coupler UPVC Grey Sch 80 x UPVC Sch 40 Clear,DCDB-B015-G040,1-1/2X4,0,POA,0.74
3747,Double Containment, DOUBLE CONTAINMENT FITTINGS  DC Isolation Coupler UPVC Grey Sch 80 x UPVC Sch 40 Clear,DCDB-B020-G040,2X4,0,POA,0.88
3748,Double Containment, DOUBLE CONTAINMENT FITTINGS  DC Isolation Coupler UPVC Grey Sch 80 x UPVC Sch 40 Clear,DCDB-B030-G060,3X6,0,POA,2.46
3749,Double Containment, DOUBLE CONTAINMENT FITTINGS  DC Isolation Coupler UPVC Grey Sch 80 x UPVC Sch 40 Clear,DCDB-B040-G080,4X8,0,POA,4.55
3750,Double Containment, DOUBLE CONTAINMENT FITTINGS  DC Termination Fitting UPVC Grey Sch 80 x UPVC Sch 40 Clear,DCTM-B005-G020,1/2X2,0,POA,0.22
3751,Double Containment, DOUBLE CONTAINMENT FITTINGS  DC Termination Fitting UPVC Grey Sch 80 x UPVC Sch 40 Clear,DCTM-B007-G030,3/4X3,0,POA,0.47
3752,Double Containment, DOUBLE CONTAINMENT FITTINGS  DC Termination Fitting UPVC Grey Sch 80 x UPVC Sch 40 Clear,DCTM-B010-G030,1X3,0,POA,0.5
3753,Double Containment, DOUBLE CONTAINMENT FITTINGS  DC Termination Fitting UPVC Grey Sch 80 x UPVC Sch 40 Clear,DCTM-B015-G040,1-1/2X4,0,POA,0.8
3754,Double Containment, DOUBLE CONTAINMENT FITTINGS  DC Termination Fitting UPVC Grey Sch 80 x UPVC Sch 40 Clear,DCTM-B020-G040,2X4,0,POA,1.29
3755,Double Containment, DOUBLE CONTAINMENT FITTINGS  DC Termination Fitting UPVC Grey Sch 80 x UPVC Sch 40 Clear,DCTM-B030-G060,3X6,0,POA,2.38
3756,Double Containment, DOUBLE CONTAINMENT FITTINGS  DC Termination Fitting UPVC Grey Sch 80 x UPVC Sch 40 Clear,DCTM-B040-G080,4X8,0,POA,5.85
3757,Double Containment, DOUBLE CONTAINMENT FITTINGS   DC Centraliser IPS O.D x Sch 40 Clear ID,DCCT-H005-G020,1/2X2,0,POA,0.01
3758,Double Containment, DOUBLE CONTAINMENT FITTINGS   DC Centraliser IPS O.D x Sch 40 Clear ID,DCCT-H007-G020,3/4X2,0,POA,0.01
3759,Double Containment, DOUBLE CONTAINMENT FITTINGS   DC Centraliser IPS O.D x Sch 40 Clear ID,DCCT-H010-G030,1X3,0,POA,0.01
3760,Double Containment, DOUBLE CONTAINMENT FITTINGS   DC Centraliser IPS O.D x Sch 40 Clear ID,DCCT-H015-G040,1-1/2X4,0,POA,0.03
3761,Double Containment, DOUBLE CONTAINMENT FITTINGS   DC Centraliser IPS O.D x Sch 40 Clear ID,DCCT-H020-G040,2X4,0,POA,0.02
3762,Double Containment, DOUBLE CONTAINMENT FITTINGS   DC Centraliser IPS O.D x Sch 40 Clear ID,DCCT-H030-G060,3X6,0,POA,0.14
3763,Double Containment, DOUBLE CONTAINMENT FITTINGS   DC Centraliser IPS O.D x Sch 40 Clear ID,DCCT-H040-G080,4X8,0,POA,0.25
3764,Double Containment, BALL VALVE BOX WITH VALVE  Valve Box with TU2K Industrial Ball Valve UPVC/EPDM,VBA20-B005-G020,1/2X2,0,"POA	",2.36
3765,Double Containment, BALL VALVE BOX WITH VALVE  Valve Box with TU2K Industrial Ball Valve UPVC/EPDM,VBA20-B007-G030,3/4X3,0,"POA	",2.36
3766,Double Containment, BALL VALVE BOX WITH VALVE  Valve Box with TU2K Industrial Ball Valve UPVC/EPDM,VBA20-B010-B030,1X3,0,"POA	",10.76
3767,Double Containment, BALL VALVE BOX WITH VALVE  Valve Box with TU2K Industrial Ball Valve UPVC/EPDM,VBA20-B015-G040,1-1/2X4,0,"POA	",7.09
3768,Double Containment, BALL VALVE BOX WITH VALVE  Valve Box with TU2K Industrial Ball Valve UPVC/EPDM,VBA20-B020-G040,2X4,0,"POA	",7.85
3769,Double Containment, BALL VALVE BOX WITH VALVE  Valve Box with TU2K Industrial Ball Valve UPVC/FPM,VBA30-B005-G020,1/2X2,0,"POA	",2.36
3770,Double Containment, BALL VALVE BOX WITH VALVE  Valve Box with TU2K Industrial Ball Valve UPVC/FPM,VBA30-B007-G030,3/4X3,0,"POA	",2.36
3771,Double Containment, BALL VALVE BOX WITH VALVE  Valve Box with TU2K Industrial Ball Valve UPVC/FPM,VBA30-B010-G030,1X3,0,"POA	",6.7
3772,Double Containment, BALL VALVE BOX WITH VALVE  Valve Box with TU2K Industrial Ball Valve UPVC/FPM,VBA30-B015-G040,1-1/2X4,0,"POA	",7.11
3773,Double Containment, BALL VALVE BOX WITH VALVE  Valve Box with TU2K Industrial Ball Valve UPVC/FPM,VBA30-B020-G040,2X4,0,"POA	",8.27
3774,Double Containment, BALL CHECK VALVE BOX WITH VALVE  Valve Box with TU2K Industrial Ball Check Valve UPVC/EPDM,VBC2-B005-G020,1/2X2,0,POA,2.31
3775,Double Containment, BALL CHECK VALVE BOX WITH VALVE  Valve Box with TU2K Industrial Ball Check Valve UPVC/EPDM,VBC2-B007-G030,3/4X3,0,POA,2.31
3776,Double Containment, BALL CHECK VALVE BOX WITH VALVE  Valve Box with TU2K Industrial Ball Check Valve UPVC/EPDM,VBC2-B010-G030,1X3,0,POA,6.63
3777,Double Containment, BALL CHECK VALVE BOX WITH VALVE  Valve Box with TU2K Industrial Ball Check Valve UPVC/EPDM,VBC2-B015-G040,1-1/2X4,0,POA,7
3778,Double Containment, BALL CHECK VALVE BOX WITH VALVE  Valve Box with TU2K Industrial Ball Check Valve UPVC/EPDM,VBC2-B020-G040,2X4,0,POA,8.12
3779,Double Containment, BALL CHECK VALVE BOX WITH VALVE  Valve Box with TU2K Industrial Ball Check Valve UPVC/FPM,VBC3-B005-G020,1/2X2,0,"POA	",2.31
3780,Double Containment, BALL CHECK VALVE BOX WITH VALVE  Valve Box with TU2K Industrial Ball Check Valve UPVC/FPM,VBC3-B007-G030,3/4X3,0,"POA	",2.31
3781,Double Containment, BALL CHECK VALVE BOX WITH VALVE  Valve Box with TU2K Industrial Ball Check Valve UPVC/FPM,VBC3-B010-G030,1X3,0,"POA	",6.64
3782,Double Containment, BALL CHECK VALVE BOX WITH VALVE  Valve Box with TU2K Industrial Ball Check Valve UPVC/FPM,VBC3-B015-G040,1-1/2X4,0,"POA	",7.02
3783,Double Containment, BALL CHECK VALVE BOX WITH VALVE  Valve Box with TU2K Industrial Ball Check Valve UPVC/FPM,VBC3-B020-G040,2X4,0,"POA	",8.15
3784,Double Containment, DIAPHRAGM VALVE BOX WITH VALVE  Valve Box with True Union Diaphragm Valve UPVC/EPDM,VBD20-B005-G020,1/2X2,0,POA,2.63
3785,Double Containment, DIAPHRAGM VALVE BOX WITH VALVE  Valve Box with True Union Diaphragm Valve UPVC/EPDM,VBD20-B007-G030,3/4X3,0,POA,2.7
3786,Double Containment, DIAPHRAGM VALVE BOX WITH VALVE  Valve Box with True Union Diaphragm Valve UPVC/EPDM,VBD20-B010-G030,1X3,0,POA,3.12
3787,Double Containment, DIAPHRAGM VALVE BOX WITH VALVE  Valve Box with True Union Diaphragm Valve UPVC/EPDM,VBD20-B015-G040,1-1/2X4,0,POA,7.75
3788,Double Containment, DIAPHRAGM VALVE BOX WITH VALVE  Valve Box with True Union Diaphragm Valve UPVC/EPDM,VBD20-B020-G040,2X4,0,POA,8.97
3789,Double Containment, DIAPHRAGM VALVE BOX WITH VALVE  Valve Box with True Union Diaphragm Valve UPVC/FPM,VBD30-B005-G020,1/2X2,0,POA,2.64
3790,Double Containment, DIAPHRAGM VALVE BOX WITH VALVE  Valve Box with True Union Diaphragm Valve UPVC/FPM,VBD30-B007-G030,3/4X3,0,POA,2.72
3791,Double Containment, DIAPHRAGM VALVE BOX WITH VALVE  Valve Box with True Union Diaphragm Valve UPVC/FPM,VBD30-B010-G030,1X3,0,POA,3.09
3792,Double Containment, DIAPHRAGM VALVE BOX WITH VALVE  Valve Box with True Union Diaphragm Valve UPVC/FPM,VBD30-B015-G040,1-1/2X4,0,POA,7.8
3793,Double Containment, DIAPHRAGM VALVE BOX WITH VALVE  Valve Box with True Union Diaphragm Valve UPVC/FPM,VBD30-B020-G040,2X4,0,POA,9.04
3794,Double Containment, CLAMP ON SADDLE FOR LEAK DETECTION SENSOR   UPVC/EPDM Grey Clamp-on Saddle SR Thread,867S-247SR,2X1/2,0,POA,0.27
3795,Double Containment, CLAMP ON SADDLE FOR LEAK DETECTION SENSOR   UPVC/EPDM Grey Clamp-on Saddle SR Thread,867S-248SR,2X3/4,0,POA,0.28
3796,Double Containment, CLAMP ON SADDLE FOR LEAK DETECTION SENSOR   UPVC/EPDM Grey Clamp-on Saddle SR Thread,867S-333SR,3X1/2,0,POA,0.4
3797,Double Containment, CLAMP ON SADDLE FOR LEAK DETECTION SENSOR   UPVC/EPDM Grey Clamp-on Saddle SR Thread,867S-334SR,3X3/4,0,POA,0.39
3798,Double Containment, CLAMP ON SADDLE FOR LEAK DETECTION SENSOR   UPVC/EPDM Grey Clamp-on Saddle SR Thread,867S-415SR,4X1/2,0,POA,0.59
3799,Double Containment, CLAMP ON SADDLE FOR LEAK DETECTION SENSOR   UPVC/EPDM Grey Clamp-on Saddle SR Thread,867S-416SR,4X3/4,0,POA,0.59
3800,Double Containment, CLAMP ON SADDLE FOR LEAK DETECTION SENSOR   UPVC/EPDM Grey Clamp-on Saddle SR Thread,867S-523SR,6X1/2,0,POA,1.09
3801,Double Containment, CLAMP ON SADDLE FOR LEAK DETECTION SENSOR   UPVC/EPDM Grey Clamp-on Saddle SR Thread,867S-524SR,6X3/4,0,POA,1.08
3802,Double Containment, CLAMP ON SADDLE FOR LEAK DETECTION SENSOR   UPVC/EPDM Grey Clamp-on Saddle SR Thread,867S-573SR,8X1/2,0,POA,4.36
3803,Double Containment, CLAMP ON SADDLE FOR LEAK DETECTION SENSOR   UPVC/EPDM Grey Clamp-on Saddle SR Thread,867S-574SR,8X3/4,0,POA,4.37
3804,Double Containment, CLAMP ON SADDLE FOR LEAK DETECTION SENSOR  UPVC/FPM Grey Clamp-on Saddle SR Thread,867SV-247SR,2X1/2,0,POA,0.27
3805,Double Containment, CLAMP ON SADDLE FOR LEAK DETECTION SENSOR  UPVC/FPM Grey Clamp-on Saddle SR Thread,867SV-248SR,2X3/4,0,POA,0.28
3806,Double Containment, CLAMP ON SADDLE FOR LEAK DETECTION SENSOR  UPVC/FPM Grey Clamp-on Saddle SR Thread,867SV-333SR,3X1/2,0,POA,0.4
3807,Double Containment, CLAMP ON SADDLE FOR LEAK DETECTION SENSOR  UPVC/FPM Grey Clamp-on Saddle SR Thread,867SV-334SR,3X3/4,0,POA,0.39
3808,Double Containment, CLAMP ON SADDLE FOR LEAK DETECTION SENSOR  UPVC/FPM Grey Clamp-on Saddle SR Thread,867SV-415SR,4X1/2,0,POA,0.59
3809,Double Containment, CLAMP ON SADDLE FOR LEAK DETECTION SENSOR  UPVC/FPM Grey Clamp-on Saddle SR Thread,867SV-416SR,4X3/4,0,POA,0.59
3810,Double Containment, CLAMP ON SADDLE FOR LEAK DETECTION SENSOR  UPVC/FPM Grey Clamp-on Saddle SR Thread,867SV-523SR,6X1/2,0,POA,1.09
3811,Double Containment, CLAMP ON SADDLE FOR LEAK DETECTION SENSOR  UPVC/FPM Grey Clamp-on Saddle SR Thread,867SV-524SR,6X3/4,0,POA,1.09
3812,Double Containment, CLAMP ON SADDLE FOR LEAK DETECTION SENSOR  UPVC/FPM Grey Clamp-on Saddle SR Thread,867SV-573SR,8X1/2,0,POA,4.37
3813,Double Containment, CLAMP ON SADDLE FOR LEAK DETECTION SENSOR  UPVC/FPM Grey Clamp-on Saddle SR Thread,867SV-574SR,8X3/4,0,POA,4.37
3814,Solvent Cement & Primer, SOLVENT CEMENT   PVC-05 Clear Medium Body UPVC Cement up to 4,PVC05C-020,Pint,26.42,B,0.53
3815,Solvent Cement & Primer, SOLVENT CEMENT   PVC-05 Clear Medium Body UPVC Cement up to 4,PVC05C-030,Quart,42.03,B,1.01
3816,Solvent Cement & Primer, SOLVENT CEMENT   PVC-17 Clear Heavy Body UPVC Cement up to 12,PVC17C-020,Pint,32.41,B,0.52
3817,Solvent Cement & Primer, SOLVENT CEMENT   PVC-17 Clear Heavy Body UPVC Cement up to 12,PVC17C-030,Quart,54.72,B,1.02
3818,Solvent Cement & Primer, SOLVENT CEMENT  CPVC-24 Grey Heavy Body CPVC/UPVC Cement all sizes,CPVC24G-020,Pint,36.75,B,0.54
3819,Solvent Cement & Primer, SOLVENT CEMENT  CPVC-24 Grey Heavy Body CPVC/UPVC Cement all sizes,CPVC24G-030,Quart,64.9,B,1.04
3820,Solvent Cement & Primer, SOLVENT CEMENT  Primer-70 Clear Industrial Strength Primer up to 30,PRIM70C-020,Pint,30.3,B,0.48
3821,Solvent Cement & Primer, SOLVENT CEMENT  Primer-70 Clear Industrial Strength Primer up to 30,PRIM70C-030,Quart,49.06,B,0.92
3822,Pipe Clips & Spacers, PIPE CLIPS,PC005,1-Feb,2.23,B,
3823,Pipe Clips & Spacers, PIPE CLIPS,PC007,3-Apr,2.9,B,
3824,Pipe Clips & Spacers, PIPE CLIPS,PC010,1,3.31,B,
3825,Pipe Clips & Spacers, PIPE CLIPS,PC012,1/01/2004,4.66,B,
3826,Pipe Clips & Spacers, PIPE CLIPS,PC015,1/01/2002,5.28,B,
3827,Pipe Clips & Spacers, PIPE CLIPS,PC020,2,7.3,B,
3828,Pipe Clips & Spacers, PIPE CLIPS,PC025,2/01/2002,35.83,B,
3829,Pipe Clips & Spacers, PIPE CLIPS,PC030,3,15.9,B,
3830,Pipe Clips & Spacers, PIPE CLIPS,PC040,4,18.24,B,
3831,Pipe Clips & Spacers, PIPE CLIPS,PC060,6,46.33,B,
3832,Pipe Clips & Spacers, PIPE CLIPS,PC080,8,67.12,B,
3833,Pipe Clips & Spacers, PIPE CLIPS,PC100,10,80.76,B,
3834,Pipe Clips & Spacers, PIPE SPACERS,PS005,1-Feb,1.57,B,
3835,Pipe Clips & Spacers, PIPE SPACERS,PS007,3-Apr,1.78,B,
3836,Pipe Clips & Spacers, PIPE SPACERS,PS010,1,2.23,B,
3837,Pipe Clips & Spacers, PIPE SPACERS,PS012,1/01/2004,2.46,B,
3838,Pipe Clips & Spacers, PIPE SPACERS,PS015,1/01/2002,3.12,B,
3839,Pipe Clips & Spacers, PIPE SPACERS,PS020,2,3.74,B,
3840,Pipe Clips & Spacers, PIPE SPACERS,PS025,2/01/2002,17.66,B,
3841,Pipe Clips & Spacers, PIPE SPACERS,PS030,3,6.68,B,
3842,Pipe Clips & Spacers, PIPE SPACERS,PS040,4,8.44,B,
3843,Pipe Clips & Spacers, PIPE SPACERS,PS060,6,16.27,B,
3844,Pipe Clips & Spacers, PIPE SPACERS,PS080,8,25.62,B,
3845,Pipe Clips & Spacers, PIPE SPACERS,PS100,10,41.15,B,
3846,Pipe Tools, PLASTIC PIPE CUTTERS  Ratchet Spears,RSP 1,Up to 1-1/2,186.3,B,
3847,Pipe Tools, PLASTIC PIPE CUTTERS  Ratchet Spears,RS7290,Up to 2-1/2,426.94,B,
3848,Pipe Tools, PLASTIC PIPE CUTTERS  Tubing Cutter,TC3QPVC,3/8 to 3-1/2,426.94,B,
3849,Pipe Tools, PLASTIC PIPE CUTTERS  Tubing Cutter,TC4QPVC,2 to 4-1/2,496.8,B,
3850,Pipe Tools, PLASTIC PIPE CUTTERS  Tubing Cutter,TC6QPVC,4 to 6-1/2,698.62,B,
3851,Pipe Tools, PLASTIC PIPE CUTTERS   Deburring Tool,DEB-2,Up to 2,116.44,B,
3853,Pipe Tools, PLASTIC PIPE CUTTERS   Chamfering Tool,BT1,1-1/2 to 8,846.11,B,
3854,Tapping Saddles,UPVC CLAMP-ON SADDLE Single Outlet Soc EPDM Zinc Plate H/W,866-664,12X4,512.33,L,7.16
3855,Tapping Saddles,UPVC CLAMP-ON SADDLE Single Outlet Soc EPDM Zinc Plate H/W,866-666,12X6,592.68,L,7.58
3856,Electrically Actuated Ball Valves,Electrically Actuated ball valves EPDM 24VDC,3629-005-MC1-24VDC,1-Feb,0,,
3857,Electrically Actuated Ball Valves,Electrically Actuated ball valves EPDM 24VDC,3629-007-MC1-24VDC,3-Apr,0,,
3858,Electrically Actuated Ball Valves,Electrically Actuated ball valves EPDM 24VDC,3629-010-MC1-24VDC,1,0,,
3859,Electrically Actuated Ball Valves,Electrically Actuated ball valves EPDM 24VDC,3629-012-MC1-24VDC,1 1/4,0,,
3860,Electrically Actuated Ball Valves,Electrically Actuated ball valves EPDM 24VDC,3629-015-MC1-24VDC,1 1/2,0,,
3861,Electrically Actuated Ball Valves,Electrically Actuated ball valves EPDM 24VDC,3629-020-MC1-24VDC,2,0,,
3862,Electrically Actuated Ball Valves,Electrically Actuated ball valves EPDM 240VAC,3629-005-MC1-240VAC,"1/2""",0,,
3863,Electrically Actuated Ball Valves,Electrically Actuated ball valves EPDM 240VAC,3629-007-MC1-240VAC,"3/4""",0,,
3864,Electrically Actuated Ball Valves,Electrically Actuated ball valves EPDM 240VAC,3629-010-MC1-240VAC,"1""",0,,
3865,Electrically Actuated Ball Valves,Electrically Actuated ball valves EPDM 240VAC,3629-012-MC1-240VAC,"1 1/4""",0,,
3866,Electrically Actuated Ball Valves,Electrically Actuated ball valves EPDM 240VAC,3629-015-MC1-240VAC,"1 1/2""",0,,
3867,Electrically Actuated Ball Valves,Electrically Actuated ball valves EPDM 240VAC,3629-020-MC1-240VAC,"2""",0,,
3868,Electrically Actuated Ball Valves,Electrically Actuated Ball Valve VITON 24VDC,3639-005-MC1-24VDC,"1/2""",0,,
3869,Electrically Actuated Ball Valves,Electrically Actuated Ball Valve VITON 24VDC,3639-007-MC1-24VDC,"3/4""",0,,
3870,Electrically Actuated Ball Valves,Electrically Actuated Ball Valve VITON 24VDC,3639-010-MC1-24VDC,"1""",0,,
3871,Electrically Actuated Ball Valves,Electrically Actuated Ball Valve VITON 24VDC,3639-012-MC1-24VDC,"1 1/4""",0,,
3872,Electrically Actuated Ball Valves,Electrically Actuated Ball Valve VITON 24VDC,3639-015-MC1-24VDC,"1 1/2""",0,,
3873,Electrically Actuated Ball Valves,Electrically Actuated Ball Valve VITON 24VDC,3639-020-MC1-24VDC,"2""",0,,
3874,Electrically Actuated Ball Valves,Electrically Actuated ball Valve VITON 240VAC,3639-005-MC1-240VAC,1-Feb,0,,
3875,Electrically Actuated Ball Valves,Electrically Actuated ball Valve VITON 240VAC,3639-007-MC1-240VAC,3-Apr,0,,
3876,Electrically Actuated Ball Valves,Electrically Actuated ball Valve VITON 240VAC,3639-010-MC1-240VAC,1,0,,
3877,Electrically Actuated Ball Valves,Electrically Actuated ball Valve VITON 240VAC,3639-012-MC1-240VAC,1 1/4,0,,
3878,Electrically Actuated Ball Valves,Electrically Actuated ball Valve VITON 240VAC,3639-015-MC1-240VAC,1 1/2,0,,
3879,Electrically Actuated Ball Valves,Electrically Actuated ball Valve VITON 240VAC,3639-020-MC1-240VAC,2,0,,
3880,Solvent Cement & Primer, SOLVENT CEMENT   PVC-17 Clear Heavy Body UPVC Cement up to 12,PVC17C-010,1/2 PINT,18.46,B,0.27
3881,Solvent Cement & Primer, SOLVENT CEMENT  Primer-70 Clear Industrial Strength Primer up to 30,PRIM70C-010,1/2 PINT,15.14,B,0.26
3882,Solvent Cement & Primer, SOLVENT CEMENT  CPVC-24 Grey Heavy Body CPVC/UPVC Cement all sizes,CPVC24G-010,1/2 PINT,20.2,B,30
3883,Y-Strainer  ,PVC Y STRAINER TRUE UNION SOCKET END EPDM,YS2AP8-005,1-Feb,135.85,B,230
3884,Y-Strainer  ,PVC Y STRAINER TRUE UNION SOCKET END EPDM,YS2AP8-007,3-Apr,151.76,B,370
3885,Y-Strainer  ,PVC Y STRAINER TRUE UNION SOCKET END EPDM,YS2AP8-010,1,166.85,B,540
3886,Y-Strainer  ,PVC Y STRAINER TRUE UNION SOCKET END EPDM,YS2AP8-012,1 1/4,282.61,B,850
3887,Y-Strainer  ,PVC Y STRAINER TRUE UNION SOCKET END EPDM,YS2AP8-015,1 1/2,299.06,B,1160
