id,categoryname,title,partno,size,price,code,weight
3465,Diaphragm Valve , DIAPHRAGM VALVES CPVC - PTFE BACKED  SR Threaded (VITON Seals & VITON Backed PTFE Diaphragm),2731VT-015CSR,1/01/2002,1021.11,C,1.73
3466,Diaphragm Valve , DIAPHRAGM VALVES CPVC - PTFE BACKED  SR Threaded (VITON Seals & VITON Backed PTFE Diaphragm),2731VT-020CSR,2,1204.01,C,2.72
3467,Diaphragm Valve , DIAPHRAGM VALVES UPVC – STANDARD  Flanged (EPDM Seals & Diaphragm),2723-005,1-Feb,342.51,C,0.45
3468,Diaphragm Valve , DIAPHRAGM VALVES UPVC – STANDARD  Flanged (EPDM Seals & Diaphragm),2723-007,3-Apr,384.88,C,0.6
3469,Diaphragm Valve , DIAPHRAGM VALVES UPVC – STANDARD  Flanged (EPDM Seals & Diaphragm),2723-010,1,433.01,C,0.92
3470,Diaphragm Valve , DIAPHRAGM VALVES UPVC – STANDARD  Flanged (EPDM Seals & Diaphragm),2723-012,1/01/2004,588.17,C,1.76
3471,Diaphragm Valve , DIAPHRAGM VALVES UPVC – STANDARD  Flanged (EPDM Seals & Diaphragm),2723-015,1/01/2002,595.22,C,1.69
3472,Diaphragm Valve , DIAPHRAGM VALVES UPVC – STANDARD  Flanged (EPDM Seals & Diaphragm),2723-020,2,691.98,C,2.7
3473,Diaphragm Valve , DIAPHRAGM VALVES UPVC – STANDARD  Flanged (EPDM Seals & Diaphragm),2723-025,2/01/2002,988.25,C,8.15
3474,Diaphragm Valve , DIAPHRAGM VALVES UPVC – STANDARD  Flanged (EPDM Seals & Diaphragm),2723-030,3,1321.31,C,8.03
3475,Diaphragm Valve , DIAPHRAGM VALVES UPVC – STANDARD  Flanged (EPDM Seals & Diaphragm),2723-040,4,1830.32,C,11.92
3476,Diaphragm Valve , DIAPHRAGM VALVES UPVC – STANDARD  Flanged (EPDM Seals & Diaphragm),2723-060,6,4421.84,C,23.97
3477,Diaphragm Valve , DIAPHRAGM VALVES UPVC – STANDARD  Flanged (EPDM Seals & Diaphragm),2723-080,8,8841.18,C,40.69
3478,Diaphragm Valve , DIAPHRAGM VALVES UPVC – STANDARD  Flanged (VITON Seals & Diaphragm),2733-005,1-Feb,370.78,C,0.46
3479,Diaphragm Valve , DIAPHRAGM VALVES UPVC – STANDARD  Flanged (VITON Seals & Diaphragm),2733-007,3-Apr,394.62,C,0.62
3480,Diaphragm Valve , DIAPHRAGM VALVES UPVC – STANDARD  Flanged (VITON Seals & Diaphragm),2733-010,1,484.26,C,0.95
3481,Diaphragm Valve , DIAPHRAGM VALVES UPVC – STANDARD  Flanged (VITON Seals & Diaphragm),2733-012,1/01/2004,651.13,C,1.6
3482,Diaphragm Valve , DIAPHRAGM VALVES UPVC – STANDARD  Flanged (VITON Seals & Diaphragm),2733-015,1/01/2002,664.51,C,1.73
3483,Diaphragm Valve , DIAPHRAGM VALVES UPVC – STANDARD  Flanged (VITON Seals & Diaphragm),2733-020,2,756.88,C,2.77
3484,Diaphragm Valve , DIAPHRAGM VALVES UPVC – STANDARD  Flanged (VITON Seals & Diaphragm),2733-025,2/01/2002,1129.61,C,8.3
3485,Diaphragm Valve , DIAPHRAGM VALVES UPVC – STANDARD  Flanged (VITON Seals & Diaphragm),2733-030,3,1468.25,C,8.17
3486,Diaphragm Valve , DIAPHRAGM VALVES UPVC – STANDARD  Flanged (VITON Seals & Diaphragm),2733-040,4,1995.92,C,12.18
3487,Diaphragm Valve , DIAPHRAGM VALVES UPVC – STANDARD  Flanged (VITON Seals & Diaphragm),2733-060,6,5177.16,C,24.75
3488,Diaphragm Valve , DIAPHRAGM VALVES UPVC – STANDARD  Flanged (VITON Seals & Diaphragm),2733-080,8,9316.38,C,42.49
3489,Diaphragm Valve , DIAPHRAGM VALVES CPVC – STANDARD   Flanged (EPDM Seals & Diaphragm),2723-005C,1-Feb,399.29,C,0.47
3490,Diaphragm Valve , DIAPHRAGM VALVES CPVC – STANDARD   Flanged (EPDM Seals & Diaphragm),2723-007C,3-Apr,446.46,C,0.62
3491,Diaphragm Valve , DIAPHRAGM VALVES CPVC – STANDARD   Flanged (EPDM Seals & Diaphragm),2723-010C,1,549.75,C,0.95
3492,Diaphragm Valve , DIAPHRAGM VALVES CPVC – STANDARD   Flanged (EPDM Seals & Diaphragm),2723-012C,1/01/2004,702.38,C,1.62
3493,Diaphragm Valve , DIAPHRAGM VALVES CPVC – STANDARD   Flanged (EPDM Seals & Diaphragm),2723-015C,1/01/2002,711.71,C,1.76
3494,Diaphragm Valve , DIAPHRAGM VALVES CPVC – STANDARD   Flanged (EPDM Seals & Diaphragm),2723-020C,2,797.08,C,2.76
3495,Diaphragm Valve , DIAPHRAGM VALVES CPVC – STANDARD   Flanged (EPDM Seals & Diaphragm),2723-025C,2/01/2002,1447.96,C,8.22
3496,Diaphragm Valve , DIAPHRAGM VALVES CPVC – STANDARD   Flanged (EPDM Seals & Diaphragm),2723-030C,3,2185.35,C,8.1
3497,Diaphragm Valve , DIAPHRAGM VALVES CPVC – STANDARD   Flanged (EPDM Seals & Diaphragm),2723-040C,4,3001.13,C,11.86
3498,Diaphragm Valve , DIAPHRAGM VALVES CPVC – STANDARD   Flanged (EPDM Seals & Diaphragm),2723-060C,6,5493.58,C,24.87
3499,Diaphragm Valve , DIAPHRAGM VALVES CPVC – STANDARD   Flanged (EPDM Seals & Diaphragm),2723-080C,8,10980.64,C,42.48
3500,Diaphragm Valve , DIAPHRAGM VALVES CPVC – STANDARD  Flanged (VITON Seals & Diaphragm),2733-005C,1-Feb,440.95,C,0.48
3501,Diaphragm Valve , DIAPHRAGM VALVES CPVC – STANDARD  Flanged (VITON Seals & Diaphragm),2733-007C,3-Apr,493.11,C,0.64
3502,Diaphragm Valve , DIAPHRAGM VALVES CPVC – STANDARD  Flanged (VITON Seals & Diaphragm),2733-010C,1,614.78,C,0.98
3503,Diaphragm Valve , DIAPHRAGM VALVES CPVC – STANDARD  Flanged (VITON Seals & Diaphragm),2733-012C,1/01/2004,804.65,C,1.64
3504,Diaphragm Valve , DIAPHRAGM VALVES CPVC – STANDARD  Flanged (VITON Seals & Diaphragm),2733-015C,1/01/2002,824.46,C,1.8
3505,Diaphragm Valve , DIAPHRAGM VALVES CPVC – STANDARD  Flanged (VITON Seals & Diaphragm),2733-020C,2,893.93,C,2.83
3506,Diaphragm Valve , DIAPHRAGM VALVES CPVC – STANDARD  Flanged (VITON Seals & Diaphragm),2733-025C,2/01/2002,1617.08,C,8.37
3507,Diaphragm Valve , DIAPHRAGM VALVES CPVC – STANDARD  Flanged (VITON Seals & Diaphragm),2733-030C,3,2428.15,C,7.86
3508,Diaphragm Valve , DIAPHRAGM VALVES CPVC – STANDARD  Flanged (VITON Seals & Diaphragm),2733-040C,4,3333.89,C,12.11
3509,Diaphragm Valve , DIAPHRAGM VALVES CPVC – STANDARD  Flanged (VITON Seals & Diaphragm),2733-060C,6,7877.18,C,25.65
3510,Diaphragm Valve , DIAPHRAGM VALVES CPVC – STANDARD  Flanged (VITON Seals & Diaphragm),2733-080C,8,14179.79,C,43.92
3511,Diaphragm Valve , DIAPHRAGM VALVES UPVC - PTFE BACKED  Flanged (EPDM Seals & Diaphragm),2793T-005,1-Feb,467.94,C,0.45
3512,Diaphragm Valve , DIAPHRAGM VALVES UPVC - PTFE BACKED  Flanged (EPDM Seals & Diaphragm),2793T-007,3-Apr,505.87,C,0.62
3513,Diaphragm Valve , DIAPHRAGM VALVES UPVC - PTFE BACKED  Flanged (EPDM Seals & Diaphragm),2793T-010,1,644.4,C,0.93
3514,Diaphragm Valve , DIAPHRAGM VALVES UPVC - PTFE BACKED  Flanged (EPDM Seals & Diaphragm),2793T-012,1/01/2004,868.48,C,1.57
3515,Diaphragm Valve , DIAPHRAGM VALVES UPVC - PTFE BACKED  Flanged (EPDM Seals & Diaphragm),2793T-015,1/01/2002,900.1,C,1.7
3516,Diaphragm Valve , DIAPHRAGM VALVES UPVC - PTFE BACKED  Flanged (EPDM Seals & Diaphragm),2793T-020,2,1009.46,C,2.73
3517,Diaphragm Valve , DIAPHRAGM VALVES UPVC - PTFE BACKED  Flanged (EPDM Seals & Diaphragm),2793T-025,2/01/2002,1560.96,C,8.21
3518,Diaphragm Valve , DIAPHRAGM VALVES UPVC - PTFE BACKED  Flanged (EPDM Seals & Diaphragm),2793T-030,3,2046.92,C,8.09
3519,Diaphragm Valve , DIAPHRAGM VALVES UPVC - PTFE BACKED  Flanged (EPDM Seals & Diaphragm),2793T-040,4,2836.61,C,12.01
3520,Diaphragm Valve , DIAPHRAGM VALVES UPVC - PTFE BACKED  Flanged (EPDM Seals & Diaphragm),2793T-060,6,7345.51,C,24.11
3521,Diaphragm Valve , DIAPHRAGM VALVES UPVC - PTFE BACKED  Flanged (EPDM Seals & Diaphragm),2793T-080,8,10901.76,C,41.09
3522,Diaphragm Valve , DIAPHRAGM VALVES UPVC - PTFE BACKED  Flanged (VITON Seals & Diaphragm),2793VT-005,1-Feb,513.63,C,0.47
3523,Diaphragm Valve , DIAPHRAGM VALVES UPVC - PTFE BACKED  Flanged (VITON Seals & Diaphragm),2793VT-007,3-Apr,570.69,C,0.63
3524,Diaphragm Valve , DIAPHRAGM VALVES UPVC - PTFE BACKED  Flanged (VITON Seals & Diaphragm),2793VT-010,1,722.71,C,0.96
3525,Diaphragm Valve , DIAPHRAGM VALVES UPVC - PTFE BACKED  Flanged (VITON Seals & Diaphragm),2793VT-012,1/01/2004,958.69,C,1.61
3526,Diaphragm Valve , DIAPHRAGM VALVES UPVC - PTFE BACKED  Flanged (VITON Seals & Diaphragm),2793VT-015,1/01/2002,1000.19,C,1.74
3527,Diaphragm Valve , DIAPHRAGM VALVES UPVC - PTFE BACKED  Flanged (VITON Seals & Diaphragm),2793VT-020,2,1154.06,C,2.79
3528,Diaphragm Valve , DIAPHRAGM VALVES UPVC - PTFE BACKED  Flanged (VITON Seals & Diaphragm),2793VT-025,2/01/2002,1787.89,C,8.36
3529,Diaphragm Valve , DIAPHRAGM VALVES UPVC - PTFE BACKED  Flanged (VITON Seals & Diaphragm),2793VT-030,3,2264.91,C,8.23
3530,Diaphragm Valve , DIAPHRAGM VALVES UPVC - PTFE BACKED  Flanged (VITON Seals & Diaphragm),2793VT-040,4,3151.67,C,12.27
3531,Diaphragm Valve , DIAPHRAGM VALVES UPVC - PTFE BACKED  Flanged (VITON Seals & Diaphragm),2793VT-060,6,8072.08,C,24.89
3532,Diaphragm Valve , DIAPHRAGM VALVES UPVC - PTFE BACKED  Flanged (VITON Seals & Diaphragm),2793VT-080,8,12247.58,C,42.76
3533,Diaphragm Valve , DIAPHRAGM VALVES CPVC - PTFE BACKED  Flanged (EPDM Seals & Diaphragm),2793T-005C,1-Feb,575.57,C,0.47
3534,Diaphragm Valve , DIAPHRAGM VALVES CPVC - PTFE BACKED  Flanged (EPDM Seals & Diaphragm),2793T-007C,3-Apr,615.37,C,0.64
3535,Diaphragm Valve , DIAPHRAGM VALVES CPVC - PTFE BACKED  Flanged (EPDM Seals & Diaphragm),2793T-010C,1,756.19,C,0.96
3536,Diaphragm Valve , DIAPHRAGM VALVES CPVC - PTFE BACKED  Flanged (EPDM Seals & Diaphragm),2793T-012C,1/01/2004,954.53,C,1.62
3537,Diaphragm Valve , DIAPHRAGM VALVES CPVC - PTFE BACKED  Flanged (EPDM Seals & Diaphragm),2793T-015C,1/01/2002,1140.21,C,1.77
3538,Diaphragm Valve , DIAPHRAGM VALVES CPVC - PTFE BACKED  Flanged (EPDM Seals & Diaphragm),2793T-020C,2,1266.92,C,2.78
3539,Diaphragm Valve , DIAPHRAGM VALVES CPVC - PTFE BACKED  Flanged (EPDM Seals & Diaphragm),2793T-025C,2/01/2002,2500.47,C,8.28
3540,Diaphragm Valve , DIAPHRAGM VALVES CPVC - PTFE BACKED  Flanged (EPDM Seals & Diaphragm),2793T-030C,3,3289.37,C,8.16
3541,Diaphragm Valve , DIAPHRAGM VALVES CPVC - PTFE BACKED  Flanged (EPDM Seals & Diaphragm),2793T-040C,4,4372.34,C,11.95
3542,Diaphragm Valve , DIAPHRAGM VALVES CPVC - PTFE BACKED  Flanged (EPDM Seals & Diaphragm),2793T-060C,6,9614.82,C,25.01
3543,Diaphragm Valve , DIAPHRAGM VALVES CPVC - PTFE BACKED  Flanged (EPDM Seals & Diaphragm),2793T-080C,8,14338.57,C,42.75
3544,Diaphragm Valve , DIAPHRAGM VALVES CPVC - PTFE BACKED   Flanged (VITON Seals & Diaphragm),2793VT-005C,1-Feb,638.37,C,0.49
3545,Diaphragm Valve , DIAPHRAGM VALVES CPVC - PTFE BACKED   Flanged (VITON Seals & Diaphragm),2793VT-007C,3-Apr,680.72,C,0.65
3546,Diaphragm Valve , DIAPHRAGM VALVES CPVC - PTFE BACKED   Flanged (VITON Seals & Diaphragm),2793VT-010C,1,838.74,C,0.99
3547,Diaphragm Valve , DIAPHRAGM VALVES CPVC - PTFE BACKED   Flanged (VITON Seals & Diaphragm),2793VT-012C,1/01/2004,1055.15,C,1.66
3548,Diaphragm Valve , DIAPHRAGM VALVES CPVC - PTFE BACKED   Flanged (VITON Seals & Diaphragm),2793VT-015C,1/01/2002,1255.95,C,1.81
3549,Diaphragm Valve , DIAPHRAGM VALVES CPVC - PTFE BACKED   Flanged (VITON Seals & Diaphragm),2793VT-020C,2,1407.04,C,2.85
3550,Diaphragm Valve , DIAPHRAGM VALVES CPVC - PTFE BACKED   Flanged (VITON Seals & Diaphragm),2793VT-025C,2/01/2002,2957.24,C,8.43
3551,Diaphragm Valve , DIAPHRAGM VALVES CPVC - PTFE BACKED   Flanged (VITON Seals & Diaphragm),2793VT-030C,3,3637.71,C,8.3
3552,Diaphragm Valve , DIAPHRAGM VALVES CPVC - PTFE BACKED   Flanged (VITON Seals & Diaphragm),2793VT-040C,4,4664.87,C,12.2
3553,Diaphragm Valve , DIAPHRAGM VALVES CPVC - PTFE BACKED   Flanged (VITON Seals & Diaphragm),2793VT-060C,6,12528.69,C,25.79
3554,Diaphragm Valve , DIAPHRAGM VALVES CPVC - PTFE BACKED   Flanged (VITON Seals & Diaphragm),2793VT-080C,8,15930.5,C,44.32
3555,Y-Pattern Valve  , Y-PATTERN VALVES UPVC/EPDM  Socket,1722-005,1-Feb,130.03,C,0.19
3556,Y-Pattern Valve  , Y-PATTERN VALVES UPVC/EPDM  Socket,1722-007,3-Apr,152.56,C,0.3
3557,Y-Pattern Valve  , Y-PATTERN VALVES UPVC/EPDM  Socket,1722-010,1,182.56,C,0.36
3558,Y-Pattern Valve  , Y-PATTERN VALVES UPVC/EPDM  Socket,1722-012,1/01/2004,222.6,C,0.65
3559,Y-Pattern Valve  , Y-PATTERN VALVES UPVC/EPDM  Socket,1722-015,1/01/2002,297.63,C,0.91
3560,Y-Pattern Valve  , Y-PATTERN VALVES UPVC/EPDM  Socket,1722-020,2,422.67,C,1.43
3561,Y-Pattern Valve  , Y-PATTERN VALVES UPVC/EPDM  Socket,1722-030,3,910.37,C,3.15
3562,Y-Pattern Valve  , Y-PATTERN VALVES UPVC/EPDM  Socket,1722-040,4,1545.64,C,5.96
3563,Y-Pattern Valve  , Y-PATTERN VALVES UPVC/EPDM  SR Threaded,1721-005SR,1-Feb,135.05,C,0.24
3564,Y-Pattern Valve  , Y-PATTERN VALVES UPVC/EPDM  SR Threaded,1721-007SR,3-Apr,160.04,C,0.37
3565,Y-Pattern Valve  , Y-PATTERN VALVES UPVC/EPDM  SR Threaded,1721-010SR,1,192.59,C,0.47
3566,Y-Pattern Valve  , Y-PATTERN VALVES UPVC/EPDM  SR Threaded,1721-012SR,1/01/2004,262.59,C,0.81
3567,Y-Pattern Valve  , Y-PATTERN VALVES UPVC/EPDM  SR Threaded,1721-015SR,1/01/2002,322.61,C,1.13
3568,Y-Pattern Valve  , Y-PATTERN VALVES UPVC/EPDM  SR Threaded,1721-020SR,2,455.19,C,1.77
3569,Y-Pattern Valve  , Y-PATTERN VALVES UPVC/EPDM  SR Threaded,1721-030SR,3,977.89,C,3.98
3570,Y-Pattern Valve  , Y-PATTERN VALVES UPVC/EPDM  SR Threaded,1721-040SR,4,1615.67,C,7.19
3571,Y-Pattern Valve  , Y-PATTERN VALVES CPVC/EPDM Socket,1722-005C,1-Feb,158.75,C,0.16
3572,Y-Pattern Valve  , Y-PATTERN VALVES CPVC/EPDM Socket,1722-007C,3-Apr,187.04,C,0.28
3573,Y-Pattern Valve  , Y-PATTERN VALVES CPVC/EPDM Socket,1722-010C,1,224.01,C,0.38
3574,Y-Pattern Valve  , Y-PATTERN VALVES CPVC/EPDM Socket,1722-012C,1/01/2004,276.2,C,0.69
3575,Y-Pattern Valve  , Y-PATTERN VALVES CPVC/EPDM Socket,1722-015C,1/01/2002,365.38,C,0.95
3576,Y-Pattern Valve  , Y-PATTERN VALVES CPVC/EPDM Socket,1722-020C,2,517.59,C,1.52
3577,Y-Pattern Valve  , Y-PATTERN VALVES CPVC/EPDM Socket,1722-030C,3,1109.16,C,3.22
3578,Y-Pattern Valve  , Y-PATTERN VALVES CPVC/EPDM Socket,1722-040C,4,1881.2,C,7.16
3579,Y-Pattern Valve  , Y-PATTERN VALVES CPVC/EPDM  SR Threaded,1721-005CSR,1-Feb,163.11,C,0.21
3580,Y-Pattern Valve  , Y-PATTERN VALVES CPVC/EPDM  SR Threaded,1721-007CSR,3-Apr,193.56,C,0.35
3581,Y-Pattern Valve  , Y-PATTERN VALVES CPVC/EPDM  SR Threaded,1721-010CSR,1,234.87,C,0.49
3582,Y-Pattern Valve  , Y-PATTERN VALVES CPVC/EPDM  SR Threaded,1721-012CSR,1/01/2004,287.08,C,0.85
3583,Y-Pattern Valve  , Y-PATTERN VALVES CPVC/EPDM  SR Threaded,1721-015CSR,1/01/2002,393.63,C,1.19
3584,Y-Pattern Valve  , Y-PATTERN VALVES CPVC/EPDM  SR Threaded,1721-020CSR,2,550.22,C,1.89
3585,Y-Pattern Valve  , Y-PATTERN VALVES CPVC/EPDM  SR Threaded,1721-030CSR,3,1189.62,C,3.53
3586,Y-Pattern Valve  , Y-PATTERN VALVES CPVC/EPDM  SR Threaded,1721-040CSR,4,1874.68,C,8.45
3587,Y-Pattern Valve  , Flanged,1723-005,1-Feb,182.56,C,0.38
3588,Y-Pattern Valve  , Flanged,1723-007,3-Apr,210.09,C,0.57
3589,Y-Pattern Valve  , Flanged,1723-010,1,247.58,C,0.73
3590,Y-Pattern Valve  , Flanged,1723-012,1/01/2004,290.1,C,1.09
3591,Y-Pattern Valve  , Flanged,1723-015,1/01/2002,365.15,C,1.47
3592,Y-Pattern Valve  , Flanged,1723-020,2,512.68,C,2.32
3593,Y-Pattern Valve  , Flanged,1723-030,3,1000.43,C,5.01
3594,Y-Pattern Valve  , Flanged,1723-040,4,1985.81,C,8.34
3595,Y-Pattern Valve  , Flanged,1723-005C,1-Feb,260.98,C,0.36
3596,Y-Pattern Valve  , Flanged,1723-007C,3-Apr,297.96,C,0.57
3597,Y-Pattern Valve  , Flanged,1723-010C,1,361,C,0.77
3598,Y-Pattern Valve  , Flanged,1723-012C,1/01/2004,432.78,C,1.16
3599,Y-Pattern Valve  , Flanged,1723-015C,1/01/2002,585.04,C,1.59
3600,Y-Pattern Valve  , Flanged,1723-020C,2,745.97,C,2.47
3601,Y-Pattern Valve  , Flanged,1723-030C,3,1435.39,C,5.11
3602,Y-Pattern Valve  , Flanged,1723-040C,4,2329.21,C,9.14
3603,Y-Pattern Valve  , Y-PATTERN VALVES UPVC/FPM Socket,1732-005,1-Feb,137.56,C,0.19
3604,Y-Pattern Valve  , Y-PATTERN VALVES UPVC/FPM Socket,1732-007,3-Apr,162.58,C,0.3
3605,Y-Pattern Valve  , Y-PATTERN VALVES UPVC/FPM Socket,1732-010,1,195.06,C,0.36
3606,Y-Pattern Valve  , Y-PATTERN VALVES UPVC/FPM Socket,1732-012,1/01/2004,245.11,C,0.65
3607,Y-Pattern Valve  , Y-PATTERN VALVES UPVC/FPM Socket,1732-015,1/01/2002,315.13,C,0.89
3608,Y-Pattern Valve  , Y-PATTERN VALVES UPVC/FPM Socket,1732-020,2,450.21,C,1.45
3609,Y-Pattern Valve  , Y-PATTERN VALVES UPVC/FPM Socket,1732-030,3,990.41,C,3.3
3610,Y-Pattern Valve  , Y-PATTERN VALVES UPVC/FPM Socket,1732-040,4,1683.22,C,5.8
3611,Y-Pattern Valve  , Y-PATTERN VALVES UPVC/FPM  SR Threaded,1731-005SR,1-Feb,142.56,C,0.24
3612,Y-Pattern Valve  , Y-PATTERN VALVES UPVC/FPM  SR Threaded,1731-007SR,3-Apr,170.07,C,0.37
3613,Y-Pattern Valve  , Y-PATTERN VALVES UPVC/FPM  SR Threaded,1731-010SR,1,205.11,C,0.47
3614,Y-Pattern Valve  , Y-PATTERN VALVES UPVC/FPM  SR Threaded,1731-012SR,1/01/2004,277.6,C,0.81
3615,Y-Pattern Valve  , Y-PATTERN VALVES UPVC/FPM  SR Threaded,1731-015SR,1/01/2002,337.63,C,0.89
3616,Y-Pattern Valve  , Y-PATTERN VALVES UPVC/FPM  SR Threaded,1731-020SR,2,477.72,C,1.79
3617,Y-Pattern Valve  , Y-PATTERN VALVES UPVC/FPM  SR Threaded,1731-030SR,3,1057.94,C,4.13
3618,Y-Pattern Valve  , Y-PATTERN VALVES UPVC/FPM  SR Threaded,1731-040SR,4,1753.2,C,7.03
3619,Y-Pattern Valve  , Y-PATTERN VALVES UPVC/FPM Flanged,1733-005,1-Feb,190.07,C,0.38
3620,Y-Pattern Valve  , Y-PATTERN VALVES UPVC/FPM Flanged,1733-007,3-Apr,220.1,C,0.57
3621,Y-Pattern Valve  , Y-PATTERN VALVES UPVC/FPM Flanged,1733-010,1,257.61,C,0.73
3622,Y-Pattern Valve  , Y-PATTERN VALVES UPVC/FPM Flanged,1733-012,1/01/2004,310.12,C,1.09
3623,Y-Pattern Valve  , Y-PATTERN VALVES UPVC/FPM Flanged,1733-015,1/01/2002,382.67,C,1.45
3624,Y-Pattern Valve  , Y-PATTERN VALVES UPVC/FPM Flanged,1733-020,2,537.72,C,2.35
3625,Y-Pattern Valve  , Y-PATTERN VALVES UPVC/FPM Flanged,1733-030,3,1080.46,C,5.16
3626,Y-Pattern Valve  , Y-PATTERN VALVES UPVC/FPM Flanged,1733-040,4,2105.88,C,8.18
3627,Y-Pattern Valve  , Y-PATTERN VALVES CPVC/FPM  Socket,1732-005C,1-Feb,167.47,C,0.16
3628,Y-Pattern Valve  , Y-PATTERN VALVES CPVC/FPM  Socket,1732-007C,3-Apr,200.08,C,0.28
3629,Y-Pattern Valve  , Y-PATTERN VALVES CPVC/FPM  Socket,1732-010C,1,239.25,C,0.38
3630,Y-Pattern Valve  , Y-PATTERN VALVES CPVC/FPM  Socket,1732-012C,1/01/2004,293.6,C,0.69
3631,Y-Pattern Valve  , Y-PATTERN VALVES CPVC/FPM  Socket,1732-015C,1/01/2002,387.1,C,0.93
3632,Y-Pattern Valve  , Y-PATTERN VALVES CPVC/FPM  Socket,1732-020C,2,552.39,C,1.55
3633,Y-Pattern Valve  , Y-PATTERN VALVES CPVC/FPM  Socket,1732-030C,3,1204.85,C,3.37
3634,Y-Pattern Valve  , Y-PATTERN VALVES CPVC/FPM  Socket,1732-040C,4,2121.57,C,7
3635,Y-Pattern Valve  , Y-PATTERN VALVES CPVC/FPM  SR Threaded,1731-005CSR,1-Feb,174,C,0.21
3636,Y-Pattern Valve  , Y-PATTERN VALVES CPVC/FPM  SR Threaded,1731-007CSR,3-Apr,206.6,C,0.35
3637,Y-Pattern Valve  , Y-PATTERN VALVES CPVC/FPM  SR Threaded,1731-010CSR,1,239.25,C,0.49
3638,Y-Pattern Valve  , Y-PATTERN VALVES CPVC/FPM  SR Threaded,1731-012CSR,1/01/2004,308.84,C,0.86
3639,Y-Pattern Valve  , Y-PATTERN VALVES CPVC/FPM  SR Threaded,1731-015CSR,1/01/2002,415.41,C,1.17
3640,Y-Pattern Valve  , Y-PATTERN VALVES CPVC/FPM  SR Threaded,1731-020CSR,2,580.7,C,1.89
3641,Y-Pattern Valve  , Y-PATTERN VALVES CPVC/FPM  SR Threaded,1731-030CSR,3,1287.47,C,4.25
3642,Y-Pattern Valve  , Y-PATTERN VALVES CPVC/FPM  SR Threaded,1731-040CSR,4,2133.51,C,8.29
3643,Y-Pattern Valve  , Y-PATTERN VALVES CPVC/FPM  Flanged,1733-005C,1-Feb,269.68,C,0.36
3644,Y-Pattern Valve  , Y-PATTERN VALVES CPVC/FPM  Flanged,1733-007C,3-Apr,310.99,C,0.57
3645,Y-Pattern Valve  , Y-PATTERN VALVES CPVC/FPM  Flanged,1733-010C,1,376.23,C,0.77
3646,Y-Pattern Valve  , Y-PATTERN VALVES CPVC/FPM  Flanged,1733-012C,1/01/2004,448.02,C,1.16
3647,Y-Pattern Valve  , Y-PATTERN VALVES CPVC/FPM  Flanged,1733-015C,1/01/2002,606.77,C,1.57
3648,Y-Pattern Valve  , Y-PATTERN VALVES CPVC/FPM  Flanged,1733-020C,2,780.77,C,2.49
3649,Y-Pattern Valve  , Y-PATTERN VALVES CPVC/FPM  Flanged,1733-030C,3,1533.25,C,5.26
3650,Y-Pattern Valve  , Y-PATTERN VALVES CPVC/FPM  Flanged,1733-040C,4,2477.13,C,8.99
3651,Solenoid Valve  , SV SERIES TRU UNION SOLENOID VALVE UPVC/EPDM  Threaded FPT/Socket Ends 220VAC OR 24DC available,SV10050STE,1-Feb,867.78,B,
3652,Solenoid Valve  , SV SERIES TRU UNION SOLENOID VALVE UPVC/EPDM  Threaded FPT/Socket Ends 220VAC OR 24DC available,SV10075STE,3-Apr,1149.34,B,
3653,Solenoid Valve  , SV SERIES TRU UNION SOLENOID VALVE UPVC/EPDM  Threaded FPT/Socket Ends 220VAC OR 24DC available,SV10100STE,1,1255.27,B,
3654,Solenoid Valve  , SV SERIES TRU UNION SOLENOID VALVE CPVC/EPDM  Threaded FPT/Socket Ends 220VAC OR 24DC available,SV20050STE,1-Feb,952.36,B,
3655,Solenoid Valve  , SV SERIES TRU UNION SOLENOID VALVE CPVC/EPDM  Threaded FPT/Socket Ends 220VAC OR 24DC available,SV20075STE,3-Apr,1216.08,B,
3656,Solenoid Valve  , SV SERIES TRU UNION SOLENOID VALVE CPVC/EPDM  Threaded FPT/Socket Ends 220VAC OR 24DC available,SV20100STE,1,1310.31,B,
3657,Solenoid Valve  , SV SERIES TRU UNION SOLENOID VALVE UPVC/FPM  Threaded FPT/Socket Ends 220VAC OR 24DC available,SV10050STV,1-Feb,885.17,B,
3658,Solenoid Valve  , SV SERIES TRU UNION SOLENOID VALVE UPVC/FPM  Threaded FPT/Socket Ends 220VAC OR 24DC available,SV10075STV,3-Apr,1175.09,B,
3659,Solenoid Valve  , SV SERIES TRU UNION SOLENOID VALVE UPVC/FPM  Threaded FPT/Socket Ends 220VAC OR 24DC available,SV10100STV,1,1303.4,B,
3660,Solenoid Valve  , SV SERIES TRU UNION SOLENOID VALVE CPVC/FPM   Threaded FPT/Socket Ends 220VAC OR 24DC available,SV20050STV,1-Feb,973.28,B,
3661,Solenoid Valve  , SV SERIES TRU UNION SOLENOID VALVE CPVC/FPM   Threaded FPT/Socket Ends 220VAC OR 24DC available,SV20075STV,3-Apr,1255.63,B,
3662,Solenoid Valve  , SV SERIES TRU UNION SOLENOID VALVE CPVC/FPM   Threaded FPT/Socket Ends 220VAC OR 24DC available,SV20100STV,1,1344.13,B,
3703,Double Containment, DOUBLE CONTAINMENT FITTINGS  DC Tee UPVC Grey Sch 80 x UPVC Sch 40 Clear,DC01-B005-G020,1/2X2,0,POA,0.43
